,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,type,city,costfor2
26965,1,0,3.7,215,Koramangala 5th Block,Quick Bites,"Cheese Vada Pav, Kulfi, Burgers, Tikki, Cheese Fingers, Schezwan Vada Pav",Street Food,Delivery,Koramangala 4th Block,200.0
26970,1,0,3.9,138,BTM,Quick Bites,"Pizza Parantha, Chai, Paratha, Fries, Cheese Maggi, Rajma Chawal","North Indian, Fast Food",Delivery,Koramangala 4th Block,300.0
26971,1,0,3.6,42,BTM,Cafe,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger","Cafe, Continental, Fast Food",Delivery,Koramangala 4th Block,600.0
26974,1,1,4.1,221,Koramangala 5th Block,Casual Dining,"Burgers, Pasta, Pizza, Biryani, Veg Burger, Chicken Burger, Chicken Lollipop","North Indian, Chinese, Fast Food, Biryani",Delivery,Koramangala 4th Block,600.0
26975,1,0,3.9,374,Koramangala 1st Block,Casual Dining,"Vegetable Biryani, Chicken Biryani, Raita, Chicken Kebab, Hyderabadi Biryani, Fish Biryani, Paneer Biryani",Biryani,Delivery,Koramangala 4th Block,750.0
26976,1,0,4.0,229,Koramangala 5th Block,Dessert Parlor,"Rolls, Chocolate Icecreams, Red Velvet Ice Cream, Ice Cream Roll, Waffles","Ice Cream, Desserts",Delivery,Koramangala 4th Block,500.0
26977,1,0,3.9,97,Ejipura,Quick Bites,"Chicken Curry, Fish, Thali, Rolls, Rasgulla, Chicken Biryani","Bengali, North Indian",Delivery,Koramangala 4th Block,500.0
26978,1,0,3.9,554,Koramangala 7th Block,Quick Bites,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches","Fast Food, American, Chinese",Delivery,Koramangala 4th Block,600.0
26979,1,0,4.0,567,Koramangala 6th Block,Quick Bites,"Pizza, Barbeque Chicken","Pizza, Fast Food",Delivery,Koramangala 4th Block,400.0
26980,1,0,4.2,71,HSR,Quick Bites,"Pizza, Bannoffee Pie, Mocktails, Pasta Alfredo, Burgers, Nachos, Veg Burger","Pizza, Burger, Sandwich, Coffee, Desserts, Continental, Salad, Asian",Delivery,Koramangala 4th Block,400.0
26981,1,0,3.7,85,HSR,Quick Bites,"Pizza, Chicken Biryani","Biryani, Italian, BBQ",Delivery,Koramangala 4th Block,350.0
26983,1,0,4.0,76,Koramangala 1st Block,Bakery,Coffee,"Bakery, Desserts",Delivery,Koramangala 4th Block,500.0
26988,1,0,4.2,310,BTM,Delivery,"Appam, Chicken Biryani, Kizhi Biryani, Kuluki Sarbat, Panneer Butter Masala, Meen Pollichathu, Vellarikka Pattanam","Kerala, North Indian",Delivery,Koramangala 4th Block,600.0
26989,1,1,4.3,342,Koramangala 4th Block,Quick Bites,"Bingsu, Mocktails, Custard, Chocolate Oreo, Sandwiches, Brownie, Korean Ice Cream","Desserts, Ice Cream, Beverages",Delivery,Koramangala 4th Block,450.0
26991,1,0,3.7,91,HSR,Bakery,Chocolate Cake,"Bakery, Desserts",Delivery,Koramangala 4th Block,400.0
26992,1,0,4.0,67,Koramangala 8th Block,Cafe,"Coffee, Potato Wedges","Cafe, Coffee",Delivery,Koramangala 4th Block,400.0
26994,1,0,3.9,88,HSR,Quick Bites,"Sandwiches, Fries, Sandwich, Pizza, Thick Shakes, Garlic Bread",Fast Food,Delivery,Koramangala 4th Block,250.0
26995,1,1,4.2,325,Koramangala 7th Block,Casual Dining,"Fish, Veg Thali, Bamboo Shoot Pork, Pork Fry, Kheer, Pork Thali, Clear Soup","North Indian, Chinese, Assamese",Delivery,Koramangala 4th Block,800.0
26999,1,0,4.0,76,Koramangala 1st Block,Quick Bites,"Appam, Chicken Curry, Passion Fruit Juice, Crepe","Salad, Healthy Food, Street Food",Delivery,Koramangala 4th Block,300.0
27000,1,1,4.5,255,Koramangala 4th Block,Casual Dining,"Pasta, Wine, Pizza, Lasagne, Cheesecake, Spinach Ravioli, Cocktails","Italian, Pizza, Salad",Delivery,Koramangala 4th Block,1300.0
27001,1,0,3.9,69,Koramangala 5th Block,"Beverage Shop, Quick Bites","Sandwiches, Sandwich","Juices, Fast Food",Delivery,Koramangala 4th Block,150.0
27002,1,1,4.0,85,HSR,"Cafe, Dessert Parlor","Macaroon, Cappuccino, Coffee, Pinacolada, Ferrero Rocher, Latte","Cafe, Desserts, Continental",Delivery,Koramangala 4th Block,500.0
27003,1,0,3.8,38,Koramangala 4th Block,Delivery,Biryani,"Biryani, North Indian",Delivery,Koramangala 4th Block,600.0
27004,1,0,4.2,600,Koramangala 7th Block,Dessert Parlor,"Sandwich, Cheesecake, Cup Cake, Hot Chocolate, Coffee, Macaroon, Mousse","Desserts, Beverages",Delivery,Koramangala 4th Block,900.0
27005,1,0,3.9,688,BTM,Casual Dining,"Lassi, Murgh Lababdar, Chaap, Makke Ki Roti, Butter Paneer, Patiala Paneer, Butter Chicken",North Indian,Delivery,Koramangala 4th Block,500.0
27006,1,0,4.2,62,HSR,Kiosk,"Omelette, Chicken Grill",Fast Food,Delivery,Koramangala 4th Block,200.0
27008,1,0,4.0,164,HSR,Quick Bites,"Pita Bread, Rolls, Shawarma Roll, Lebanese Shawarma, Chicken Grill, Barbeque Chicken","Arabian, BBQ, Rolls, Lebanese",Delivery,Koramangala 4th Block,500.0
27011,1,1,4.5,717,Koramangala 7th Block,Casual Dining,"Pizza, Pasta, Cocktails, Spinach Ravioli, Tiramisu, Panna Cotta, Wine","Italian, Salad",Delivery,Koramangala 4th Block,1500.0
27012,1,0,3.2,49,Koramangala 5th Block,Quick Bites,"Shawarma, Sandwiches","Arabian, Sandwich, Rolls, Burger",Delivery,Koramangala 4th Block,300.0
27013,1,0,4.2,50,Koramangala 8th Block,Delivery,"Cheesecake, Chocolate Fantasy, Chocolate Cake, Chocolate Decadence, Brownie, Red Velvet, Chocolava Cake","Bakery, Desserts",Delivery,Koramangala 4th Block,500.0
27016,1,0,3.9,110,Koramangala 5th Block,Dessert Parlor,"Gelato, Madagascar Chocolate, Belgian Chocolate, Waffle Cone, New York Cheesecake","Ice Cream, Bakery, Desserts",Delivery,Koramangala 4th Block,200.0
27018,1,0,3.5,177,BTM,Quick Bites,"Fish, Rasmalai, Doi Katla, Aalo Bhaja, Bhetki Paturi, Chicken Kasha, Aloo Posto","Bengali, North Indian, Chinese",Delivery,Koramangala 4th Block,500.0
27019,1,0,3.6,90,Koramangala 7th Block,Quick Bites,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill","Fast Food, Burger",Delivery,Koramangala 4th Block,500.0
27022,1,0,4.0,131,BTM,Dessert Parlor,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",Ice Cream,Delivery,Koramangala 4th Block,230.0
27023,1,0,4.1,187,HSR,Beverage Shop,"Dessert Jar, Berryblast, Cheesecake, Vanilla Ice Cream","Beverages, Desserts, Ice Cream",Delivery,Koramangala 4th Block,400.0
27028,1,0,4.0,205,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",Delivery,Koramangala 4th Block,500.0
27029,1,0,3.9,77,Domlur,"Dessert Parlor, Beverage Shop","Sandwiches, Mint Oreo Shake, Faluda, Brownie Shake, Cheese Sandwich, Ice-cream Shake, Chicken Sandwich","Desserts, Beverages",Delivery,Koramangala 4th Block,300.0
27031,1,0,3.9,122,Old Airport Road,Quick Bites,"Sandwiches, Maggi, Ginger Chai, Samosa, Ginger Tea, Kesar Chai, Masala Chai","Beverages, Fast Food",Delivery,Koramangala 4th Block,250.0
27032,1,1,4.4,679,Koramangala 7th Block,Casual Dining,"Dahi Kebab, Lamb, Mocktails, Lassi, Vegetable Biryani, Galauti Kebab, Mutton Biryani","North Indian, Mughlai, Biryani",Delivery,Koramangala 4th Block,1500.0
27036,1,0,4.0,165,Koramangala 5th Block,Delivery,Chicken Biryani,"Andhra, Biryani, Chinese",Delivery,Koramangala 4th Block,300.0
27037,1,0,3.7,259,Koramangala 5th Block,Casual Dining,"Butter Kulcha, Rolls, Brownie, Mutton Biryani, Butter Chicken, Shawarma, Rumali Roti","Mughlai, Fast Food",Delivery,Koramangala 4th Block,750.0
27039,1,0,3.8,63,BTM,Quick Bites,"Mutton Kosha, Basanti Pulao, Fish Curry, Chicken Biryani","Bengali, North Indian, Chinese",Delivery,Koramangala 4th Block,300.0
27041,1,0,3.4,95,Koramangala 5th Block,Quick Bites,"Whole Meat Shawarma, Jumbo Shawarma, Spicy Shawarma, Momos","Arabian, Fast Food",Delivery,Koramangala 4th Block,200.0
27042,1,1,3.5,59,HSR,Casual Dining,"Coffee, Thali","North Indian, Chinese, South Indian, Continental",Delivery,Koramangala 4th Block,700.0
27044,1,0,4.4,946,Koramangala 5th Block,Cafe,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental",Delivery,Koramangala 4th Block,900.0
27046,1,0,4.1,41,Domlur,"Dessert Parlor, Bakery","Cheesecake, Key Lime Pie","Desserts, Bakery",Delivery,Koramangala 4th Block,400.0
27047,1,1,4.5,3944,Koramangala 5th Block,"Casual Dining, Microbrewery","Beef Chilli, Salad, Cocktails, Pizza, Craft Beer, Mango Cider, Potato Wedges","Continental, Mediterranean, North Indian, Chinese, Finger Food",Delivery,Koramangala 4th Block,1600.0
27048,1,0,4.0,188,Koramangala 1st Block,Delivery,"Burgers, Pita Bread, Chicken Grill, French Fries, Peri Peri Chicken","BBQ, Fast Food",Delivery,Koramangala 4th Block,300.0
27052,1,0,3.4,34,HSR,Cafe,"Coffee, Latte","Cafe, Fast Food",Delivery,Koramangala 4th Block,900.0
27055,1,0,4.1,270,Koramangala 1st Block,Quick Bites,"Momos, Rice Noodles, Kung Pao Chicken, Noodle, Rice Bowl, Thai Green Curry, Chicken Dim Sum","Asian, Chinese, Momos, Fast Food, Indonesian, Korean",Delivery,Koramangala 4th Block,500.0
27057,1,0,3.8,212,HSR,Quick Bites,"Sandwiches, Maggi, Rolls, Chole Bhature, Ginger Tea, Paratha, Rava Masala Dosa","Juices, South Indian, Chinese, Fast Food",Delivery,Koramangala 4th Block,200.0
27058,1,0,3.9,660,Koramangala 5th Block,Casual Dining,"Momos, Thukpa, Dumplings, Crispy Chilli Potatoes, Beef Shaptak Dry, Chicken Momo, Fruit Beer","Chinese, Tibetan",Delivery,Koramangala 4th Block,500.0
27059,1,0,4.0,463,Koramangala 8th Block,Quick Bites,"Rolls, Bbq Chicken, Paneer Makhanwala, Jumbo Chicken Roll, Veggie Wrap, Sabudana Vada, Chicken Wrap","North Indian, Biryani, Fast Food",Delivery,Koramangala 4th Block,500.0
27062,1,0,3.2,909,Koramangala 5th Block,Casual Dining,"Biryani, Rolls, Firni, Chicken Roll, Mutton Pasanda, Mutton Rezala, Phirni","North Indian, Mughlai, Biryani",Delivery,Koramangala 4th Block,600.0
27063,1,1,4.1,1785,Koramangala 5th Block,Pub,"Cocktails, Chicken Nachos, Pizza, Peri Peri Fries, Hush Puppies, Beer, Tiramisu","Finger Food, Asian, European, Italian",Delivery,Koramangala 4th Block,1200.0
27064,1,1,3.7002620003365108,0,Koramangala 5th Block,Casual Dining,"Ulavacharu, Biryani, Rajugari Kodi Pulao, Bangla Kodi, Curd Rice, Gadwal Kodi Pulao, Fish","Andhra, North Indian, Chinese",Delivery,Koramangala 4th Block,900.0
27065,1,0,3.8,257,Koramangala,Delivery,"Halwa, Chicken Biryani, Butter Chicken, Kheer, Brownie Chocolate, Chilli Chicken, Raita","North Indian, Chinese",Delivery,Koramangala 4th Block,300.0
27066,1,0,3.8,206,HSR,"Bakery, Cafe","Burgers, Pizza, Peri Peri Chicken Burger, Sandwiches, Pasta, Sandwich, Potato Wedges","Continental, Cafe, Desserts, Italian, Bakery",Delivery,Koramangala 4th Block,600.0
27067,1,0,3.8,209,BTM,"Cafe, Quick Bites","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Cafe, Burger, Fast Food",Delivery,Koramangala 4th Block,400.0
27072,1,0,3.6,207,Koramangala 5th Block,Casual Dining,"Appam, Kappa Biryani, Chicken Fry, Kallappam, Buttermilk, Beef Fry, Paratha","Kerala, Seafood",Delivery,Koramangala 4th Block,500.0
27073,1,0,4.1,724,Koramangala 6th Block,Delivery,"Paneer Tikka Pizza, Veggie Pizza, Chocolate Tart, Peri Peri Chicken Pizza, Pasta, Kit Kat Shake, Burgers","Pizza, Italian, Beverages",Delivery,Koramangala 4th Block,700.0
27074,1,0,4.0,63,Koramangala 5th Block,Quick Bites,"Ginger Tea, Filter Coffee, Sandwich, Poha, Waffles, Vada","Beverages, Sandwich",Delivery,Koramangala 4th Block,150.0
27075,1,0,3.9,59,Koramangala 4th Block,Quick Bites,"Gulab Jamun, Samosa, Paratha, Paneer Curry, Biryani, Chaat, Veg Cutlet","North Indian, South Indian",Delivery,Koramangala 4th Block,300.0
27076,1,0,2.4,438,HSR,Casual Dining,"Chicken Lollipop, Spring Roll, Momos, Singapore Noodles, Chop Suey, Clear Soup, Sweet Corn Soup",Chinese,Delivery,Koramangala 4th Block,1000.0
27077,1,0,3.8,214,Koramangala 7th Block,Casual Dining,"Rolls, Kathi Roll, Mutton Roll, Chicken Roll, Firni, Chicken Tikka, Bengali Style Biryani","North Indian, Kebab, Biryani, Rolls",Delivery,Koramangala 4th Block,700.0
27078,1,0,4.1,121,HSR,Quick Bites,"Masala Dosa, Pongal, Filter Coffee, Tea, Idli","South Indian, Kerala",Delivery,Koramangala 4th Block,200.0
27080,1,0,2.8,261,HSR,Casual Dining,"Pothichoru, Kerala Parotta, Beef Fry, Vegetable Stew, Chicken Curry, Paratha, Biryani","Kerala, Chinese, Seafood, North Indian",Delivery,Koramangala 4th Block,700.0
27083,1,0,4.3,324,HSR,Dessert Parlor,"Gur Ice Cream, Nolen Gurer Ice Cream, Pizza, Nolen Gur, Paan Ice Cream, Filter Coffee Ice Cream, Chocolate Hazelnut","Ice Cream, Desserts",Delivery,Koramangala 4th Block,180.0
27087,1,0,4.1,673,HSR,Quick Bites,"Exotic Garlic Bread, Spicy Falafel, Burgers, Pasta, Pita Pocket, Pita Pizza, Veggie Pizza","Italian, Pizza",Delivery,Koramangala 4th Block,450.0
27088,1,1,3.7002620003365108,0,HSR,Casual Dining,"Burgers, Steak","North Indian, Steak, South Indian",Delivery,Koramangala 4th Block,700.0
27089,1,0,3.9,61,HSR,Quick Bites,"Tandoori Chai, Tea, Paratha, Samosa Chaat, Onion Pakoda, Raj Kachori","North Indian, Fast Food, Street Food, Beverages",Delivery,Koramangala 4th Block,400.0
27091,1,0,3.6,108,Domlur,Quick Bites,"Idli, Coffee, Masala Dosa, Fruit Juices, Vada, Thali, Manchurian","South Indian, North Indian, Chinese",Delivery,Koramangala 4th Block,40.0
27092,1,0,3.7,60,Koramangala 5th Block,Quick Bites,Cheese Paratha,North Indian,Delivery,Koramangala 4th Block,200.0
27095,1,0,3.9,237,Koramangala 5th Block,Quick Bites,"Filter Coffee, Badam Milk, Idli, Hot Coffee, Samosa, Lemon Tea, Mini Idlis","South Indian, Beverages",Delivery,Koramangala 4th Block,200.0
27097,1,0,4.1,62,Koramangala 2nd Block,Cafe,"Paratha, Chai, Poha, Quinoa Burger","Cafe, Healthy Food, Salad, Beverages",Delivery,Koramangala 4th Block,600.0
27102,1,1,4.2,344,Koramangala 5th Block,Casual Dining,"Paneer Tikka Masala, Buttermilk, Lassi, Soya Chaap, Aloo Paratha, Panneer Butter Masala, Stuffed Naan",North Indian,Delivery,Koramangala 4th Block,700.0
27103,1,0,3.7,310,HSR,Casual Dining,"Dhokar Dalna, Chicken Curry, Mutton Curry, Mutton Kosha, Fish Curry, Mocha Chingri, Luchi",Bengali,Delivery,Koramangala 4th Block,600.0
27108,1,0,3.8,265,Koramangala 7th Block,Casual Dining,"Beer, Mashed Potato, Pork Thali, Pork Curry, Smoked Pork, Veg Thali","North Eastern, Chinese",Delivery,Koramangala 4th Block,650.0
27110,1,0,3.5,888,Koramangala 7th Block,Casual Dining,"Rolls, Tandoori Murgh Masala, Legendary Arsalan, Firni, Phirni, Mutton Biryani, Chicken Roll","North Indian, Mughlai",Delivery,Koramangala 4th Block,650.0
27112,1,0,3.6,74,Koramangala 5th Block,Casual Dining,"Basanti Pulao, Fish, Aloo Posto, Thali",Bengali,Delivery,Koramangala 4th Block,700.0
27113,1,0,3.9,97,BTM,Quick Bites,"Burgers, Wood Fire Pizza, Nachos","Italian, American, Fast Food, Wraps, Rolls, Salad",Delivery,Koramangala 4th Block,1000.0
27114,1,0,3.9,55,HSR,"Quick Bites, Dessert Parlor","Waffles, Pasta Alfredo, Hot Coffee","Continental, Beverages, Burger, Coffee, Desserts",Delivery,Koramangala 4th Block,300.0
27118,1,0,3.9,206,HSR,"Cafe, Bakery","Waffles, Hot Chocolate, Coffee, Pancakes, Brownie, Pizza, Sandwiches","Cafe, Bakery, Fast Food, Desserts",Delivery,Koramangala 4th Block,600.0
27119,1,0,4.2,971,Koramangala 5th Block,Quick Bites,"Filter Coffee, Lunch Thali, Idli, Mini Idlis, Ghee Masala Dosa, Rasam Vada, Pongal",South Indian,Delivery,Koramangala 4th Block,200.0
27122,1,0,3.9,45,Koramangala 6th Block,Quick Bites,"Coffee, Sandwiches, Tea","Coffee, Fast Food, Chinese, Beverages",Delivery,Koramangala 4th Block,550.0
27123,1,1,4.2,1149,HSR,Casual Dining,"Sushi, Cocktails, Mocktails, Bamboo Chicken Biryani, Coconut Soup, Pasta, Sea Food","Japanese, North Indian, Italian, Korean, Mexican, Thai",Delivery,Koramangala 4th Block,1800.0
27124,1,0,3.8,191,HSR,Quick Bites,"Vada, Idli, Masala Dosa, Filter Coffee, Tea, Sandwiches","South Indian, Fast Food, Chinese, North Indian, Street Food",Delivery,Koramangala 4th Block,250.0
27126,1,0,3.7,483,Koramangala 4th Block,Casual Dining,"Chicken Fritters, Steak, Sandwiches, Burgers, Pasta, Salads, Beef Stroganoff","Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",Delivery,Koramangala 4th Block,800.0
27129,1,1,4.1,723,HSR,Cafe,"Pizza, Coffee, Pasta, Sandwiches, Chicken Lasagne, Pepper Chicken, Bruschettas","Cafe, Continental, Pizza, Italian, Beverages",Delivery,Koramangala 4th Block,950.0
27134,0,0,4.3,294,Koramangala 4th Block,Cafe,"Pizza, Pancakes, Penne Pasta, Hot Chocolate, Mezze Platter, Cappuccino, Waffles","Cafe, Italian, Pizza",Delivery,Koramangala 4th Block,850.0
27135,1,0,4.0,515,Koramangala 7th Block,Casual Dining,"Pork Ribs, Smoked Pork, Beef Pickle, Pork Meat, Wine, Pork Momo, Chilli Chicken","Chinese, Naga",Delivery,Koramangala 4th Block,750.0
27137,1,0,3.9,93,HSR,"Beverage Shop, Quick Bites","Burgers, Chai, Paratha, Sandwich, Ginger Tea, Chaat, Oreo Shake","Tea, Beverages, Fast Food",Delivery,Koramangala 4th Block,250.0
27138,1,1,4.5,1880,BTM,Cafe,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Cafe, Continental, Burger",Delivery,Koramangala 4th Block,900.0
27140,0,0,3.9,1160,Koramangala 4th Block,Casual Dining,"Tandoori Chicken, Biryani, Chettinad Thali, Elaneer Payasam, Crab Soup, Fish, Pepper Chicken","Chettinad, South Indian",Delivery,Koramangala 4th Block,650.0
27142,1,1,3.9,603,HSR,Casual Dining,"Sea Food, Fish, Prawn Curry, Crab Masala, Prawn Gassi, Naan, Neer Dosa","Mangalorean, Seafood, North Indian, Chinese",Delivery,Koramangala 4th Block,1000.0
27144,1,1,4.4,385,Koramangala 5th Block,"Casual Dining, Bar","Pizza, Pita Bread, Beer Cocktail, Baklava, Shrimp Soup, Pasta, Babaganush","Mediterranean, Pizza, Italian, Beverages",Delivery,Koramangala 4th Block,1500.0
27150,1,1,4.2,1910,HSR,"Lounge, Casual Dining","Paneer Steak, Peri Peri Pizza, Lamb Chops, Chicken Biryani, Cocktails, Mocktails, Beer","Finger Food, Continental, North Indian",Delivery,Koramangala 4th Block,1500.0
27152,1,0,4.2,166,Koramangala 5th Block,Quick Bites,"Ginger Tea, Chai, Samosa, Bun Omelette, Elaichi Tea, Egg Bhurji, Carrot Cake",Fast Food,Delivery,Koramangala 4th Block,300.0
27153,1,0,3.9,1139,Koramangala 5th Block,Casual Dining,"Biryani, Galauti Kebab, Tandoori Chicken, Phirni, Tundey Paratha, Rolls, Rumali Roti","North Indian, Kebab",Delivery,Koramangala 4th Block,500.0
27154,1,0,3.8,615,BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",Delivery,Koramangala 4th Block,600.0
27156,1,0,4.0,76,Koramangala 3rd Block,Quick Bites,"Tea, Coffee, Neer Dosa, Gajar Ka Halwa, Thali, Chaat, Cheese Dosa","South Indian, North Indian, Fast Food",Delivery,Koramangala 4th Block,300.0
27157,1,0,3.6,69,Koramangala 5th Block,Quick Bites,"Veg Momos, Burgers, Chocolate Momos, Momo Burger, Whole Meat Shawarma, Paneer Momos","Tibetan, Momos",Delivery,Koramangala 4th Block,250.0
27160,1,1,4.4,191,Koramangala 3rd Block,Cafe,"Pizza, Healthy Breakfast, Salads, Frittata, Salad, Carrot Halwa, Potato Fries",Cafe,Delivery,Koramangala 4th Block,1000.0
27161,0,1,4.2,1739,Koramangala 4th Block,Pub,"Cocktails, Devils Chicken, Beer, Tandoori Chicken, Pasta, Pinacolada, Pizza","Chinese, Continental, North Indian",Delivery,Koramangala 4th Block,1400.0
27162,1,0,3.8,174,HSR,Quick Bites,"Chicken Drumsticks, Wood Fire Pizza, Thin Crust Pizza, Barbeque Chicken, Lime Soda, Veggie Pizza, Bbq Chicken","Pizza, Fast Food, BBQ",Delivery,Koramangala 4th Block,400.0
27163,1,1,4.3,2569,Koramangala 5th Block,Bar,"Biryani, Cocktails, Pasta, Peri Peri Chicken, Mocktails, Paneer Tikka Masala, Pizza","Continental, Finger Food, North Indian, Chinese",Delivery,Koramangala 4th Block,1200.0
27165,0,1,4.1,778,Koramangala 4th Block,"Casual Dining, Bar","Supreme Chicken Biryani, Veg Thali, Chilli Chicken, Curd Rice, Lime Soda, Mutton Bone Soup, Hyderabadi Biryani","Andhra, Biryani, North Indian, Chinese",Delivery,Koramangala 4th Block,800.0
27166,1,0,4.0,575,Koramangala 1st Block,Casual Dining,"Fish, Kosha Mangsho, Chicken Curry, Luchi, Chingri Malaikari, Biryani, Bhetki Fry","Bengali, Seafood",Delivery,Koramangala 4th Block,600.0
27167,1,1,4.1,734,HSR,Cafe,"Wine, Pizza, Brownie, Pasta, Souvlaki, Tiramisu, Mezze Platter","Cafe, Continental, Italian, Beverages, Mediterranean",Delivery,Koramangala 4th Block,1200.0
27168,1,0,4.1,778,Koramangala 1st Block,Cafe,"English Breakfast, Waffles, Chocolate Cake, Frittata, Chicken Lasagne, Ginger Tea, Burgers","Cafe, Continental",Delivery,Koramangala 4th Block,700.0
27169,1,0,3.9,1247,HSR,"Casual Dining, Bar","Cocktails, Tandoori Chicken, Paneer Tikka, Stuffed Mushroom, Pasta Alfredo, Mocktails, Salads","Mediterranean, Continental, North Indian, Mughlai, Salad",Delivery,Koramangala 4th Block,1400.0
27170,1,0,3.6,97,Koramangala 1st Block,Quick Bites,"Masala Dosa, Biryani, Chicken Stew, Tea, Appam, Paratha","Kerala, Chinese, North Indian",Delivery,Koramangala 4th Block,300.0
27171,1,1,4.4,344,Koramangala 5th Block,"Casual Dining, Bar","Beef Steak, Cocktails, Mojito, Paneer Ke Sholay, Caramel Custard, Prawn Ghee Roast, Beer","Chinese, Continental, North Indian, Burger, Pizza, Seafood",Delivery,Koramangala 4th Block,1000.0
27172,1,0,3.8,153,Koramangala 7th Block,Delivery,"Pasta, Salads, Chole, Butter Chicken, Brownie, Butter Cookies, Sandwiches","North Indian, Continental",Delivery,Koramangala 4th Block,500.0
27174,1,0,4.1,65,Koramangala 4th Block,"Cafe, Casual Dining","Spaghetti, Hot Chocolate, Coffee, Tea","Cafe, Italian, Continental",Delivery,Koramangala 4th Block,700.0
27175,1,0,4.3,65,Koramangala 5th Block,Dessert Parlor,"Turkish Ice Cream, Baklava, Chocolate Icecreams","Turkish, Desserts",Delivery,Koramangala 4th Block,250.0
27176,1,0,3.9,393,Koramangala 7th Block,Casual Dining,"Goan Thali, Sol Kadhi, Prawn, Pork Vindaloo, Plain Rice, Fish, Beef Fry","Goan, Chinese, Biryani",Delivery,Koramangala 4th Block,750.0
27177,1,0,3.9,668,HSR,Casual Dining,"Sea Food, Vegetable Biryani, Mushroom Manchurian, Hyderabadi Biryani, Chicken Biryani, Mutton Biryani, Chicken Guntur","Biryani, North Indian, Chinese, Seafood",Delivery,Koramangala 4th Block,800.0
27179,1,0,4.4,149,Koramangala 5th Block,"Takeaway, Delivery","Chocolate Fudge, Chocolate Shake, Bubble Gum Shake, Hot Chocolate, Belgian Waffles, Mango Milkshake","Beverages, Desserts",Delivery,Koramangala 4th Block,350.0
27180,0,1,4.4,467,Koramangala 4th Block,Cafe,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea","Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",Delivery,Koramangala 4th Block,800.0
27182,1,0,3.2,68,HSR,Casual Dining,"Chole Bhature, Tea, Kachori","South Indian, Street Food, Fast Food, Desserts, Beverages",Delivery,Koramangala 4th Block,400.0
27183,1,0,3.8,64,HSR,Quick Bites,Spicy Chicken,"Andhra, North Indian",Delivery,Koramangala 4th Block,500.0
27184,1,0,3.8,41,Koramangala 7th Block,Quick Bites,"Biryani, Paratha, Chicken Masala, Kerala Parotta",Biryani,Delivery,Koramangala 4th Block,200.0
27187,1,0,4.2,106,Hosur Road,Quick Bites,"Paratha, Liti Chokha, Buttermilk, Tea, Aloo Litti, Raita","Bihari, North Indian",Delivery,Koramangala 4th Block,300.0
27188,1,0,4.2,115,BTM,"Beverage Shop, Quick Bites","Sandwiches, Fruit Juices, French Fries, Irish Coffee","Beverages, Fast Food",Delivery,Koramangala 4th Block,400.0
27190,1,0,3.9,34,Ejipura,Quick Bites,Naan,North Indian,Delivery,Koramangala 4th Block,300.0
27193,1,0,4.3,81,HSR,Casual Dining,"Gulab Jamun, Chicken Guntur, Mushroom Biryani, Chicken Kolhapuri, Paneer Biryani, Chicken Biryani","Biryani, Kebab, Fast Food",Delivery,Koramangala 4th Block,650.0
27194,1,1,4.4,457,Koramangala 7th Block,"Casual Dining, Bar","Chicken Shorba, Paneer Tikka Masala, Jumbo Prawns, Beer, Cocktails, Butter Naan, Paan Shot",North Indian,Delivery,Koramangala 4th Block,1500.0
27195,1,0,3.8,63,Hosur Road,Quick Bites,"Rolls, Veggie Roll, Chicken Tikka Roll, Beda Roti","Fast Food, Rolls",Delivery,Koramangala 4th Block,350.0
27196,1,0,4.3,1101,HSR,Cafe,"Pizza, Pancakes, Pasta, Burgers, Buffalo Wings, Peri Peri Chicken Steak, Latte","Cafe, Continental, Pizza, Salad",Delivery,Koramangala 4th Block,700.0
27199,1,1,4.2,1175,Koramangala 4th Block,Pub,"Beer, Chilli Chicken, Pizza, Paneer Tikka, Cocktails, Nachos, Mocktails","Finger Food, Chinese, Italian, Burger",Delivery,Koramangala 4th Block,1300.0
27200,1,1,4.2,1621,Koramangala 4th Block,Casual Dining,"Pasta, Pizza, Steak, Mojito, Salads, Tiramisu, Sea Food","Salad, Italian, Desserts, Pizza",Delivery,Koramangala 4th Block,1500.0
